year_month,date,product,region,customer_segment,customer_id,revenue,cogs,opex,gross_profit,operating_income,n_customers,active_subscriptions,churned_count,new_subscriptions,subscription_status,revenue_type
2024-01,2024-01-26,Premium,LATAM,Startup,Premium_LATAM_Startup_13,230484.15,79147.66,51304.79,151336.49,100031.7,306,239,36,80,active,subscription
2024-01,2024-01-26,Premium,LATAM,SMB,Premium_LATAM_SMB_13,559568.5,181823.65,114259.77,377744.85,263485.08,434,332,27,89,active,subscription
2024-01,2024-01-26,Premium,LATAM,Mid-Market,Premium_LATAM_Mid-Market_13,110874.23,42904.22,27233.3,67970.02,40736.72,260,239,26,45,churned,subscription
2024-01,2024-01-26,Premium,LATAM,Enterprise,Premium_LATAM_Enterprise_13,116460.43,40121.11,32435.32,76339.32,43904.0,192,148,24,56,churned,one_time
2024-01,2024-01-26,Premium,INDIA,Startup,Premium_INDIA_Startup_13,500881.22,195541.81,108433.3,305339.41,196906.1,346,297,43,91,new,subscription
2024-01,2024-01-26,Premium,INDIA,SMB,Premium_INDIA_SMB_13,669790.08,215381.77,181805.49,454408.31,272602.82,442,342,58,48,active,subscription
2024-01,2024-01-26,Premium,INDIA,Mid-Market,Premium_INDIA_Mid-Market_13,452224.58,172297.8,124900.96,279926.78,155025.81,431,406,51,91,active,subscription
2024-01,2024-01-26,Premium,INDIA,Enterprise,Premium_INDIA_Enterprise_13,293540.97,102707.43,64915.4,190833.54,125918.14,333,296,29,55,new,subscription
2024-01,2024-01-26,Custom,AMER,Startup,Custom_AMER_Startup_13,299454.03,109060.67,77005.39,190393.35,113387.97,360,260,21,70,active,subscription
2024-01,2024-01-26,Custom,AMER,SMB,Custom_AMER_SMB_13,267450.57,97378.59,53545.78,170071.97,116526.19,152,117,21,17,active,subscription
2024-01,2024-01-26,Custom,AMER,Mid-Market,Custom_AMER_Mid-Market_13,389980.42,138147.15,108995.17,251833.27,142838.1,443,406,51,76,new,one_time
2024-01,2024-01-26,Custom,AMER,Enterprise,Custom_AMER_Enterprise_13,333160.24,119049.1,98865.94,214111.14,115245.2,365,292,20,80,new,subscription
2024-01,2024-01-26,Custom,EMEA,Startup,Custom_EMEA_Startup_13,471099.44,177844.65,104259.41,293254.78,188995.37,130,98,11,22,new,one_time
2024-01,2024-01-26,Custom,EMEA,SMB,Custom_EMEA_SMB_13,305050.67,119394.29,71462.25,185656.38,114194.13,495,416,40,90,active,subscription
2024-01,2024-01-26,Custom,EMEA,Mid-Market,Custom_EMEA_Mid-Market_13,641234.51,210613.27,157670.06,430621.24,272951.18,44,41,6,6,active,subscription
2024-01,2024-01-26,Custom,EMEA,Enterprise,Custom_EMEA_Enterprise_13,384559.08,119057.9,115125.38,265501.19,150375.81,226,158,19,34,active,subscription
2024-01,2024-01-26,Custom,APAC,Startup,Custom_APAC_Startup_13,679005.64,238518.55,173246.04,440487.08,267241.04,309,270,25,34,active,subscription
2024-01,2024-01-26,Custom,APAC,SMB,Custom_APAC_SMB_13,71484.9,22128.69,15778.8,49356.21,33577.42,114,85,15,32,active,subscription
2024-01,2024-01-26,Custom,APAC,Mid-Market,Custom_APAC_Mid-Market_13,344991.57,116916.66,92782.42,228074.9,135292.48,397,349,36,41,active,subscription
2024-01,2024-01-26,Custom,APAC,Enterprise,Custom_APAC_Enterprise_13,135410.94,46881.43,39476.74,88529.51,49052.77,138,103,10,38,active,one_time
2024-01,2024-01-26,Custom,LATAM,Startup,Custom_LATAM_Startup_13,341194.28,134239.49,82162.73,206954.79,124792.06,234,203,28,68,active,subscription
2024-01,2024-01-26,Custom,LATAM,SMB,Custom_LATAM_SMB_13,397483.52,125231.89,97828.74,272251.62,174422.88,276,234,14,33,churned,one_time
2024-01,2024-01-26,Custom,LATAM,Mid-Market,Custom_LATAM_Mid-Market_13,646146.65,230272.09,185044.53,415874.56,230830.03,62,43,5,18,active,subscription
2024-01,2024-01-26,Custom,LATAM,Enterprise,Custom_LATAM_Enterprise_13,140653.91,48850.52,32156.62,91803.39,59646.77,342,309,40,97,active,subscription
2024-01,2024-01-26,Custom,INDIA,Startup,Custom_INDIA_Startup_13,74572.18,28284.61,17960.45,46287.57,28327.12,290,241,26,30,churned,one_time
2024-01,2024-01-26,Custom,INDIA,SMB,Custom_INDIA_SMB_13,447051.84,172407.38,112517.39,274644.45,162127.06,409,368,37,119,active,subscription
2024-01,2024-01-26,Custom,INDIA,Mid-Market,Custom_INDIA_Mid-Market_13,526161.49,170102.99,132349.32,356058.5,223709.19,437,337,42,119,active,one_time
2024-01,2024-01-26,Custom,INDIA,Enterprise,Custom_INDIA_Enterprise_13,675052.64,242871.88,157391.51,432180.76,274789.25,190,169,23,38,active,subscription
2024-01,2024-01-26,Legacy,AMER,Startup,Legacy_AMER_Startup_13,516439.61,180645.24,120765.98,335794.37,215028.39,497,468,59,98,churned,subscription
2024-01,2024-01-26,Legacy,AMER,SMB,Legacy_AMER_SMB_13,612969.04,196436.29,175240.34,416532.76,241292.41,428,350,27,103,active,one_time
2024-01,2024-01-26,Legacy,AMER,Mid-Market,Legacy_AMER_Mid-Market_13,337781.99,110380.26,69582.89,227401.73,157818.84,54,43,8,10,active,subscription
2024-01,2024-01-26,Legacy,AMER,Enterprise,Legacy_AMER_Enterprise_13,659763.58,249611.75,146741.58,410151.83,263410.25,103,80,10,12,active,subscription
2024-01,2024-01-26,Legacy,EMEA,Startup,Legacy_EMEA_Startup_13,70411.62,23617.25,14900.17,46794.37,31894.2,201,144,17,36,churned,subscription
2024-01,2024-01-26,Legacy,EMEA,SMB,Legacy_EMEA_SMB_13,299717.57,113380.06,82690.78,186337.51,103646.73,140,102,17,39,new,subscription
2024-01,2024-01-26,Legacy,EMEA,Mid-Market,Legacy_EMEA_Mid-Market_13,318730.65,110865.99,84685.64,207864.66,123179.02,367,270,25,41,churned,one_time
2024-01,2024-01-26,Legacy,EMEA,Enterprise,Legacy_EMEA_Enterprise_13,426565.51,163822.04,93143.61,262743.47,169599.86,144,108,8,34,active,subscription
2024-01,2024-01-26,Legacy,APAC,Startup,Legacy_APAC_Startup_13,356654.21,124220.75,91705.56,232433.46,140727.9,312,239,46,45,active,subscription
2024-01,2024-01-26,Legacy,APAC,SMB,Legacy_APAC_SMB_13,593178.67,200912.9,170575.53,392265.77,221690.24,71,53,8,7,active,subscription
2024-01,2024-01-26,Legacy,APAC,Mid-Market,Legacy_APAC_Mid-Market_13,408197.64,139512.46,105125.93,268685.17,163559.24,260,211,27,61,active,one_time
2024-01,2024-01-26,Legacy,APAC,Enterprise,Legacy_APAC_Enterprise_13,509125.67,164656.23,151463.59,344469.44,193005.85,188,165,24,46,active,subscription
2024-01,2024-01-26,Legacy,LATAM,Startup,Legacy_LATAM_Startup_13,257230.71,82500.23,60743.6,174730.48,113986.89,318,287,26,60,churned,subscription
2024-01,2024-01-26,Legacy,LATAM,SMB,Legacy_LATAM_SMB_13,256188.42,86750.6,59071.59,169437.82,110366.23,395,329,24,103,active,subscription
2024-01,2024-01-26,Legacy,LATAM,Mid-Market,Legacy_LATAM_Mid-Market_13,110035.48,38783.03,28576.67,71252.45,42675.78,232,191,29,31,new,subscription
2024-01,2024-01-26,Legacy,LATAM,Enterprise,Legacy_LATAM_Enterprise_13,251435.19,92658.36,70540.56,158776.83,88236.27,146,116,9,19,churned,subscription
2024-01,2024-01-26,Legacy,INDIA,Startup,Legacy_INDIA_Startup_13,374386.57,135640.54,80025.11,238746.03,158720.92,140,132,13,15,active,subscription
2024-01,2024-01-26,Legacy,INDIA,SMB,Legacy_INDIA_SMB_13,247768.77,88871.68,57225.24,158897.09,101671.85,28,24,2,5,active,one_time
2024-01,2024-01-26,Legacy,INDIA,Mid-Market,Legacy_INDIA_Mid-Market_13,166857.26,51102.98,36622.6,115754.28,79131.68,65,50,8,17,active,subscription
2024-01,2024-01-26,Legacy,INDIA,Enterprise,Legacy_INDIA_Enterprise_13,152834.39,53014.87,45831.87,99819.52,53987.65,187,155,21,21,active,subscription
2024-02,2024-02-25,Basic,AMER,Startup,Basic_AMER_Startup_14,506090.63,192831.45,142060.33,313259.18,171198.85,84,70,10,9,active,one_time
2024-02,2024-02-25,Basic,AMER,SMB,Basic_AMER_SMB_14,311927.36,107783.63,84180.71,204143.73,119963.01,117,105,11,28,active,subscription
2024-02,2024-02-25,Basic,AMER,Mid-Market,Basic_AMER_Mid-Market_14,540012.17,198913.44,141434.29,341098.73,199664.44,342,242,26,35,active,subscription
2024-02,2024-02-25,Basic,AMER,Enterprise,Basic_AMER_Enterprise_14,515696.64,170561.86,122486.13,345134.78,222648.64,30,23,3,5,active,subscription
2024-02,2024-02-25,Basic,EMEA,Startup,Basic_EMEA_Startup_14,206823.41,70072.78,53914.89,136750.62,82835.73,355,315,50,84,active,subscription
2024-02,2024-02-25,Basic,EMEA,SMB,Basic_EMEA_SMB_14,377900.66,120938.36,87827.19,256962.3,169135.1,343,285,34,73,active,one_time
2024-02,2024-02-25,Basic,EMEA,Mid-Market,Basic_EMEA_Mid-Market_14,638328.57,199054.29,149274.01,439274.28,290000.27,63,47,3,10,active,subscription
2024-02,2024-02-25,Basic,EMEA,Enterprise,Basic_EMEA_Enterprise_14,397900.88,121488.82,89132.28,276412.06,187279.79,49,45,4,8,active,subscription
2024-02,2024-02-25,Basic,APAC,Startup,Basic_APAC_Startup_14,136056.49,51935.84,28390.33,84120.65,55730.32,112,89,15,12,active,subscription
2024-02,2024-02-25,Basic,APAC,SMB,Basic_APAC_SMB_14,382285.14,124440.52,88931.36,257844.62,168913.27,181,162,26,30,active,subscription
2024-02,2024-02-25,Basic,APAC,Mid-Market,Basic_APAC_Mid-Market_14,561522.1,199473.42,156304.88,362048.69,205743.81,18,12,1,4,new,subscription
2024-02,2024-02-25,Basic,APAC,Enterprise,Basic_APAC_Enterprise_14,307432.99,105940.13,74637.81,201492.86,126855.05,307,229,35,58,active,subscription
2024-02,2024-02-25,Basic,LATAM,Startup,Basic_LATAM_Startup_14,351953.4,112984.12,101197.34,238969.28,137771.94,482,435,45,97,active,one_time
2024-02,2024-02-25,Basic,LATAM,SMB,Basic_LATAM_SMB_14,408659.27,145177.67,117721.47,263481.6,145760.13,278,213,36,44,new,subscription
2024-02,2024-02-25,Basic,LATAM,Mid-Market,Basic_LATAM_Mid-Market_14,616490.58,189436.18,144770.45,427054.4,282283.95,66,48,3,12,active,subscription
2024-02,2024-02-25,Basic,LATAM,Enterprise,Basic_LATAM_Enterprise_14,464224.97,180998.5,101667.55,283226.46,181558.91,366,293,25,107,active,one_time
2024-02,2024-02-25,Basic,INDIA,Startup,Basic_INDIA_Startup_14,348132.74,117594.57,77679.55,230538.16,152858.62,347,308,40,50,new,subscription
2024-02,2024-02-25,Basic,INDIA,SMB,Basic_INDIA_SMB_14,656793.36,253462.68,153238.13,403330.69,250092.56,30,23,1,5,churned,subscription
2024-02,2024-02-25,Basic,INDIA,Mid-Market,Basic_INDIA_Mid-Market_14,447255.78,173569.78,99181.18,273686.01,174504.82,322,289,18,46,active,subscription
2024-02,2024-02-25,Basic,INDIA,Enterprise,Basic_INDIA_Enterprise_14,279654.96,104044.74,75489.22,175610.22,100121.0,380,316,55,46,active,one_time
2024-02,2024-02-25,Pro,AMER,Startup,Pro_AMER_Startup_14,689341.03,219015.05,147871.15,470325.98,322454.83,77,54,5,10,new,subscription
2024-02,2024-02-25,Pro,AMER,SMB,Pro_AMER_SMB_14,222166.15,71258.92,63495.77,150907.24,87411.47,94,89,9,16,active,subscription
2024-02,2024-02-25,Pro,AMER,Mid-Market,Pro_AMER_Mid-Market_14,402167.13,138299.44,91323.92,263867.68,172543.76,437,379,57,88,active,subscription
2024-02,2024-02-25,Pro,AMER,Enterprise,Pro_AMER_Enterprise_14,262199.2,100896.06,62414.75,161303.15,98888.4,168,120,20,41,active,subscription
2024-02,2024-02-25,Pro,EMEA,Startup,Pro_EMEA_Startup_14,128441.83,47867.45,27444.02,80574.38,53130.36,285,266,28,83,active,subscription
2024-02,2024-02-25,Pro,EMEA,SMB,Pro_EMEA_SMB_14,111948.62,40639.7,23270.84,71308.92,48038.08,400,282,26,89,active,subscription
2024-02,2024-02-25,Pro,EMEA,Mid-Market,Pro_EMEA_Mid-Market_14,706629.61,274088.07,183081.86,432541.55,249459.68,458,333,27,114,active,subscription
2024-02,2024-02-25,Pro,EMEA,Enterprise,Pro_EMEA_Enterprise_14,200731.69,69454.61,45471.55,131277.08,85805.53,134,98,11,38,active,subscription
2024-02,2024-02-25,Pro,APAC,Startup,Pro_APAC_Startup_14,660824.88,235242.67,171657.41,425582.21,253924.8,262,186,29,45,active,one_time
2024-02,2024-02-25,Pro,APAC,SMB,Pro_APAC_SMB_14,427929.94,128451.94,112817.99,299477.99,186660.01,236,218,18,51,active,subscription
2024-02,2024-02-25,Pro,APAC,Mid-Market,Pro_APAC_Mid-Market_14,297913.3,116659.11,71245.9,181254.19,110008.29,247,210,19,56,active,subscription
2024-02,2024-02-25,Pro,APAC,Enterprise,Pro_APAC_Enterprise_14,174547.17,63440.34,42417.83,111106.84,68689.0,246,225,15,70,active,subscription
2024-02,2024-02-25,Pro,LATAM,Startup,Pro_LATAM_Startup_14,114597.8,39250.28,24362.32,75347.52,50985.2,148,124,16,37,active,subscription
2024-02,2024-02-25,Pro,LATAM,SMB,Pro_LATAM_SMB_14,660325.84,227955.09,146940.05,432370.74,285430.69,20,15,2,3,churned,subscription
2024-02,2024-02-25,Pro,LATAM,Mid-Market,Pro_LATAM_Mid-Market_14,410623.0,158263.1,107000.98,252359.9,145358.91,158,134,19,26,active,subscription
2024-02,2024-02-25,Pro,LATAM,Enterprise,Pro_LATAM_Enterprise_14,675060.58,225260.71,202349.79,449799.87,247450.08,46,34,6,13,active,subscription
2024-02,2024-02-25,Pro,INDIA,Startup,Pro_INDIA_Startup_14,130373.48,49239.04,28543.15,81134.44,52591.29,105,87,10,18,active,subscription
2024-02,2024-02-25,Pro,INDIA,SMB,Pro_INDIA_SMB_14,673613.15,242223.5,192459.09,431389.65,238930.57,251,204,36,66,active,subscription
2024-02,2024-02-25,Pro,INDIA,Mid-Market,Pro_INDIA_Mid-Market_14,186723.83,57469.21,52975.1,129254.62,76279.53,180,157,24,41,active,subscription
2024-02,2024-02-25,Pro,INDIA,Enterprise,Pro_INDIA_Enterprise_14,348693.82,107793.87,103296.07,240899.95,137603.87,379,280,43,91,active,subscription
2024-02,2024-02-25,Enterprise,AMER,Startup,Enterprise_AMER_Startup_14,616539.35,224744.99,176895.27,391794.36,214899.09,433,354,48,52,active,subscription
2024-02,2024-02-25,Enterprise,AMER,SMB,Enterprise_AMER_SMB_14,423221.0,150357.54,121652.29,272863.46,151211.17,102,80,6,16,active,one_time
2024-02,2024-02-25,Enterprise,AMER,Mid-Market,Enterprise_AMER_Mid-Market_14,362879.66,115735.55,93796.38,247144.11,153347.73,441,412,35,120,active,subscription
2024-02,2024-02-25,Enterprise,AMER,Enterprise,Enterprise_AMER_Enterprise_14,503188.93,185380.85,115075.51,317808.07,202732.57,408,337,22,53,active,one_time
2024-02,2024-02-25,Enterprise,EMEA,Startup,Enterprise_EMEA_Startup_14,545124.9,174075.13,124111.18,371049.77,246938.59,316,296,36,60,active,subscription
2024-02,2024-02-25,Enterprise,EMEA,SMB,Enterprise_EMEA_SMB_14,222010.9,75186.93,56122.06,146823.97,90701.92,237,185,20,33,new,subscription
2024-02,2024-02-25,Enterprise,EMEA,Mid-Market,Enterprise_EMEA_Mid-Market_14,641279.62,218351.17,145524.08,422928.45,277404.37,409,351,47,47,new,subscription
2024-02,2024-02-25,Enterprise,EMEA,Enterprise,Enterprise_EMEA_Enterprise_14,435078.28,144884.15,105717.58,290194.13,184476.55,42,33,2,10,churned,subscription
2024-02,2024-02-25,Enterprise,APAC,Startup,Enterprise_APAC_Startup_14,331617.17,127710.18,72707.61,203906.99,131199.38,189,154,12,35,active,subscription
2024-02,2024-02-25,Enterprise,APAC,SMB,Enterprise_APAC_SMB_14,177143.99,57605.9,41939.54,119538.08,77598.54,290,203,40,37,active,subscription
2024-02,2024-02-25,Enterprise,APAC,Mid-Market,Enterprise_APAC_Mid-Market_14,102163.68,31191.29,28223.25,70972.39,42749.14,476,382,61,63,active,subscription
2024-02,2024-02-25,Enterprise,APAC,Enterprise,Enterprise_APAC_Enterprise_14,268515.72,100090.16,68503.42,168425.55,99922.14,389,329,38,64,active,subscription
2024-02,2024-02-25,Enterprise,LATAM,Startup,Enterprise_LATAM_Startup_14,144459.75,45593.23,43080.43,98866.52,55786.09,363,262,37,90,active,subscription
2024-02,2024-02-25,Enterprise,LATAM,SMB,Enterprise_LATAM_SMB_14,387647.96,133237.93,88781.33,254410.03,165628.7,29,22,3,6,new,one_time
2024-02,2024-02-25,Enterprise,LATAM,Mid-Market,Enterprise_LATAM_Mid-Market_14,415660.35,155869.66,106832.18,259790.69,152958.51,269,215,34,74,active,subscription
2024-02,2024-02-25,Enterprise,LATAM,Enterprise,Enterprise_LATAM_Enterprise_14,504227.15,163419.29,116741.25,340807.86,224066.6,270,253,32,41,new,subscription
2024-02,2024-02-25,Enterprise,INDIA,Startup,Enterprise_INDIA_Startup_14,703360.4,215132.68,193694.9,488227.73,294532.83,164,147,12,41,active,subscription
2024-02,2024-02-25,Enterprise,INDIA,SMB,Enterprise_INDIA_SMB_14,365711.69,144405.29,79699.63,221306.4,141606.77,55,43,7,15,active,subscription
2024-02,2024-02-25,Enterprise,INDIA,Mid-Market,Enterprise_INDIA_Mid-Market_14,247547.16,79718.19,62907.97,167828.96,104920.99,418,318,45,86,churned,subscription
2024-02,2024-02-25,Enterprise,INDIA,Enterprise,Enterprise_INDIA_Enterprise_14,608303.14,195356.95,160605.36,412946.19,252340.82,396,335,33,55,active,subscription
2024-02,2024-02-25,API,AMER,Startup,API_AMER_Startup_14,660640.73,217884.54,168805.64,442756.2,273950.56,146,136,17,31,active,subscription
2024-02,2024-02-25,API,AMER,SMB,API_AMER_SMB_14,519880.89,167974.88,148590.42,351906.01,203315.6,400,325,30,42,active,subscription
2024-02,2024-02-25,API,AMER,Mid-Market,API_AMER_Mid-Market_14,166925.93,55767.94,33722.9,111157.99,77435.09,418,366,48,50,active,subscription
2024-02,2024-02-25,API,AMER,Enterprise,API_AMER_Enterprise_14,160342.52,55145.47,34418.11,105197.05,70778.94,465,434,28,59,active,subscription
2024-02,2024-02-25,API,EMEA,Startup,API_EMEA_Startup_14,449810.08,169720.53,96068.98,280089.55,184020.57,396,317,29,99,active,one_time
2024-02,2024-02-25,API,EMEA,SMB,API_EMEA_SMB_14,416188.12,157898.75,94719.42,258289.37,163569.96,26,18,1,3,active,subscription
2024-02,2024-02-25,API,EMEA,Mid-Market,API_EMEA_Mid-Market_14,713230.77,238805.73,196907.03,474425.03,277518.0,305,232,21,83,active,subscription
2024-02,2024-02-25,API,EMEA,Enterprise,API_EMEA_Enterprise_14,468537.72,161530.56,101141.14,307007.16,205866.02,396,360,58,93,new,subscription
2024-02,2024-02-25,API,APAC,Startup,API_APAC_Startup_14,607188.59,198624.58,150133.33,408564.01,258430.68,209,152,13,28,churned,subscription
2024-02,2024-02-25,API,APAC,SMB,API_APAC_SMB_14,166585.42,51646.43,38280.34,114939.0,76658.66,179,162,22,32,active,subscription
2024-02,2024-02-25,API,APAC,Mid-Market,API_APAC_Mid-Market_14,660503.85,236931.13,158569.42,423572.72,265003.3,440,382,53,99,active,subscription
2024-02,2024-02-25,API,APAC,Enterprise,API_APAC_Enterprise_14,321476.58,118966.32,83056.05,202510.26,119454.21,386,290,29,82,active,subscription
2024-02,2024-02-25,API,LATAM,Startup,API_LATAM_Startup_14,316004.74,121961.41,76849.84,194043.33,117193.49,319,281,41,64,active,one_time
2024-02,2024-02-25,API,LATAM,SMB,API_LATAM_SMB_14,220631.17,71858.91,52104.71,148772.26,96667.55,271,190,37,63,active,subscription
2024-02,2024-02-25,API,LATAM,Mid-Market,API_LATAM_Mid-Market_14,614842.91,242926.73,157420.3,371916.18,214495.88,465,342,31,117,active,one_time
2024-02,2024-02-25,API,LATAM,Enterprise,API_LATAM_Enterprise_14,482098.7,178015.79,106920.65,304082.91,197162.27,183,139,21,53,active,subscription
2024-02,2024-02-25,API,INDIA,Startup,API_INDIA_Startup_14,459129.18,144271.2,129162.83,314857.99,185695.16,73,68,10,12,new,one_time
2024-02,2024-02-25,API,INDIA,SMB,API_INDIA_SMB_14,484498.74,161505.93,133398.99,322992.81,189593.82,425,397,55,72,churned,one_time
2024-02,2024-02-25,API,INDIA,Mid-Market,API_INDIA_Mid-Market_14,682702.66,251452.9,150970.59,431249.77,280279.18,161,140,11,35,churned,subscription
2024-02,2024-02-25,API,INDIA,Enterprise,API_INDIA_Enterprise_14,529948.93,194726.03,119636.71,335222.9,215586.19,377,305,42,50,churned,subscription
2024-02,2024-02-25,Analytics,AMER,Startup,Analytics_AMER_Startup_14,599086.09,185595.02,160540.49,413491.07,252950.58,215,174,21,63,new,subscription
2024-02,2024-02-25,Analytics,AMER,SMB,Analytics_AMER_SMB_14,513756.4,167874.54,110596.21,345881.86,235285.65,344,265,34,37,active,subscription
2024-02,2024-02-25,Analytics,AMER,Mid-Market,Analytics_AMER_Mid-Market_14,609802.1,212190.83,157716.93,397611.26,239894.33,37,33,5,10,churned,subscription
2024-02,2024-02-25,Analytics,AMER,Enterprise,Analytics_AMER_Enterprise_14,334763.03,114178.1,96892.75,220584.93,123692.18,89,63,6,15,active,subscription
2024-02,2024-02-25,Analytics,EMEA,Startup,Analytics_EMEA_Startup_14,652034.97,217150.34,185828.96,434884.63,249055.68,30,23,4,4,active,subscription
2024-02,2024-02-25,Analytics,EMEA,SMB,Analytics_EMEA_SMB_14,308024.05,106893.86,78863.5,201130.2,122266.69,419,298,44,111,active,subscription
2024-02,2024-02-25,Analytics,EMEA,Mid-Market,Analytics_EMEA_Mid-Market_14,652371.01,247228.68,143122.14,405142.33,262020.19,281,251,29,34,active,subscription
2024-02,2024-02-25,Analytics,EMEA,Enterprise,Analytics_EMEA_Enterprise_14,136442.81,45451.01,32352.98,90991.8,58638.81,46,42,4,8,active,subscription
2024-02,2024-02-25,Analytics,APAC,Startup,Analytics_APAC_Startup_14,684864.92,249934.63,155975.04,434930.28,278955.24,443,336,33,118,active,one_time
2024-02,2024-02-25,Analytics,APAC,SMB,Analytics_APAC_SMB_14,403652.9,157798.58,91013.32,245854.32,154841.0,91,82,7,25,active,subscription
2024-02,2024-02-25,Analytics,APAC,Mid-Market,Analytics_APAC_Mid-Market_14,382871.55,122102.69,112464.66,260768.86,148304.2,79,69,6,12,active,subscription
2024-02,2024-02-25,Analytics,APAC,Enterprise,Analytics_APAC_Enterprise_14,106268.76,38053.17,29867.78,68215.59,38347.81,262,238,35,28,active,subscription
2024-02,2024-02-25,Analytics,LATAM,Startup,Analytics_LATAM_Startup_14,455487.19,153089.0,129542.42,302398.18,172855.76,175,161,12,52,churned,subscription
2024-02,2024-02-25,Analytics,LATAM,SMB,Analytics_LATAM_SMB_14,272266.23,98695.69,78546.57,173570.54,95023.97,427,317,63,78,active,subscription
2024-02,2024-02-25,Analytics,LATAM,Mid-Market,Analytics_LATAM_Mid-Market_14,448408.11,178424.7,115328.37,269983.41,154655.04,470,419,30,112,churned,subscription
2024-02,2024-02-25,Analytics,LATAM,Enterprise,Analytics_LATAM_Enterprise_14,583722.15,207636.0,171396.84,376086.14,204689.31,432,357,47,67,active,subscription
2024-02,2024-02-25,Analytics,INDIA,Startup,Analytics_INDIA_Startup_14,514872.86,194289.55,140963.3,320583.31,179620.01,187,140,17,55,active,one_time
2024-02,2024-02-25,Analytics,INDIA,SMB,Analytics_INDIA_SMB_14,585915.29,201678.27,148932.11,384237.02,235304.91,158,144,12,34,active,subscription
2024-02,2024-02-25,Analytics,INDIA,Mid-Market,Analytics_INDIA_Mid-Market_14,513122.97,161274.42,136885.7,351848.54,214962.84,290,263,23,84,active,one_time
2024-02,2024-02-25,Analytics,INDIA,Enterprise,Analytics_INDIA_Enterprise_14,639940.2,241107.84,157901.26,398832.37,240931.1,376,331,46,85,churned,subscription
2024-02,2024-02-25,Support,AMER,Startup,Support_AMER_Startup_14,149918.13,53356.88,33957.11,96561.25,62604.14,282,261,37,28,churned,subscription
2024-02,2024-02-25,Support,AMER,SMB,Support_AMER_SMB_14,367364.03,112686.44,109063.88,254677.58,145613.7,46,36,6,4,active,one_time
2024-02,2024-02-25,Support,AMER,Mid-Market,Support_AMER_Mid-Market_14,690575.75,219439.85,174805.77,471135.9,296330.13,483,341,48,119,new,subscription
2024-02,2024-02-25,Support,AMER,Enterprise,Support_AMER_Enterprise_14,420037.22,144910.27,94191.2,275126.96,180935.76,265,204,19,33,churned,subscription
2024-02,2024-02-25,Support,EMEA,Startup,Support_EMEA_Startup_14,465172.27,141451.46,128519.14,323720.8,195201.67,157,119,22,39,active,subscription
2024-02,2024-02-25,Support,EMEA,SMB,Support_EMEA_SMB_14,694798.61,213584.42,157337.45,481214.18,323876.73,436,322,25,123,active,subscription
2024-02,2024-02-25,Support,EMEA,Mid-Market,Support_EMEA_Mid-Market_14,252665.32,86250.46,68574.6,166414.87,97840.26,250,235,19,37,active,subscription
2024-02,2024-02-25,Support,EMEA,Enterprise,Support_EMEA_Enterprise_14,339297.42,109015.55,94288.13,230281.88,135993.75,68,48,8,16,active,subscription
2024-02,2024-02-25,Support,APAC,Startup,Support_APAC_Startup_14,418952.56,152071.45,108789.58,266881.12,158091.54,87,74,5,9,active,one_time
2024-02,2024-02-25,Support,APAC,SMB,Support_APAC_SMB_14,372206.26,119976.74,105503.69,252229.52,146725.83,244,183,30,47,active,subscription
2024-02,2024-02-25,Support,APAC,Mid-Market,Support_APAC_Mid-Market_14,645733.33,257229.18,172400.63,388504.15,216103.52,467,426,27,115,active,subscription
2024-02,2024-02-25,Support,APAC,Enterprise,Support_APAC_Enterprise_14,385718.08,128100.36,90700.13,257617.72,166917.59,25,19,3,2,active,subscription
2024-02,2024-02-25,Support,LATAM,Startup,Support_LATAM_Startup_14,321176.46,124763.28,91658.06,196413.18,104755.12,124,95,12,22,active,subscription
2024-02,2024-02-25,Support,LATAM,SMB,Support_LATAM_SMB_14,422097.49,139369.47,112312.04,282728.02,170415.98,386,273,36,74,active,subscription
2024-02,2024-02-25,Support,LATAM,Mid-Market,Support_LATAM_Mid-Market_14,601322.35,201013.89,140860.84,400308.46,259447.63,477,417,30,110,churned,subscription
2024-02,2024-02-25,Support,LATAM,Enterprise,Support_LATAM_Enterprise_14,647677.54,212243.27,145218.68,435434.27,290215.59,378,312,29,86,active,subscription
2024-02,2024-02-25,Support,INDIA,Startup,Support_INDIA_Startup_14,576626.53,204815.82,170287.9,371810.7,201522.81,488,451,49,102,active,subscription
2024-02,2024-02-25,Support,INDIA,SMB,Support_INDIA_SMB_14,597658.02,185650.2,148658.73,412007.82,263349.09,459,415,23,119,active,subscription
2024-02,2024-02-25,Support,INDIA,Mid-Market,Support_INDIA_Mid-Market_14,696924.14,212673.24,163710.31,484250.9,320540.59,419,316,62,101,churned,subscription
2024-02,2024-02-25,Support,INDIA,Enterprise,Support_INDIA_Enterprise_14,265514.66,81187.38,62968.05,184327.28,121359.23,140,121,10,17,active,subscription
2024-02,2024-02-25,Training,AMER,Startup,Training_AMER_Startup_14,167419.2,52851.18,34216.33,114568.02,80351.69,436,316,31,44,new,subscription
2024-02,2024-02-25,Training,AMER,SMB,Training_AMER_SMB_14,536157.36,195771.6,114971.68,340385.77,225414.08,481,445,53,71,active,subscription
2024-02,2024-02-25,Training,AMER,Mid-Market,Training_AMER_Mid-Market_14,523692.37,188918.52,105774.45,334773.85,228999.4,67,48,4,18,churned,one_time
